// ID;CLIENTEID;PRODUCTO;CATEGORIA;PRECIO;CORREO
989;989;BESTÅ;Cabinets & cupboards;110.0;leaguel255@gmail.com
990;990;HÄLLAN;Cabinets & cupboards;1400.0;leaguel255@gmail.com
991;991;HANVIKEN;Cabinets & cupboards;75.0;leaguel255@gmail.com
992;992;BESTÅ;Cabinets & cupboards;475.0;leaguel255@gmail.com
993;993;HAVSTA;Cabinets & cupboards;1540.0;leaguel255@gmail.com
994;994;BEKANT;Cabinets & cupboards;1000.0;leaguel255@gmail.com
995;995;BAGGANÄS;Cabinets & cupboards;27.0;leaguel255@gmail.com
996;996;BEKANT;Cabinets & cupboards;944.0;leaguel255@gmail.com
997;997;HÄLLAN;Cabinets & cupboards;2775.0;leaguel255@gmail.com
998;998;BILLY / OXBERG;Cabinets & cupboards;1370.0;leaguel255@gmail.com
999;999;BESTÅ;Cabinets & cupboards;990.0;leaguel255@gmail.com
1000;1000;VASSVIKEN;Cabinets & cupboards;75.0;leaguel255@gmail.com
1001;1001;BESTÅ;Cabinets & cupboards;2730.0;leaguel255@gmail.com
1002;1002;MÖLLARP;Cabinets & cupboards;17.0;leaguel255@gmail.com
1003;1003;BESTÅ;Cabinets & cupboards;75.0;leaguel255@gmail.com
1004;1004;BAGGANÄS;Cabinets & cupboards;27.0;leaguel255@gmail.com
1005;1005;SINDVIK;Cabinets & cupboards;150.0;leaguel255@gmail.com
1006;1006;KALLRÖR;Cabinets & cupboards;45.0;leaguel255@gmail.com
1007;1007;RIKSVIKEN;Cabinets & cupboards;225.0;leaguel255@gmail.com
1008;1008;NOTVIKEN;Cabinets & cupboards;100.0;leaguel255@gmail.com
1009;1009;LAXVIKEN;Cabinets & cupboards;175.0;leaguel255@gmail.com
1010;1010;BESTÅ;Cabinets & cupboards;1470.0;leaguel255@gmail.com
1011;1011;MALSJÖ;Cabinets & cupboards;1516.0;leaguel255@gmail.com
1012;1012;BESTÅ;Cabinets & cupboards;150.0;leaguel255@gmail.com
1013;1013;BJÄRRED;Cabinets & cupboards;49.0;leaguel255@gmail.com
1014;1014;HÄLLAN;Cabinets & cupboards;600.0;leaguel255@gmail.com
1015;1015;BESTÅ;Cabinets & cupboards;2710.0;leaguel255@gmail.com
1016;1016;LIXHULT;Cabinets & cupboards;693.0;leaguel255@gmail.com
1017;1017;HAVSTA;Cabinets & cupboards;2980.0;leaguel255@gmail.com
1018;1018;SELSVIKEN;Cabinets & cupboards;60.0;leaguel255@gmail.com
1019;1019;BESTÅ;Cabinets & cupboards;100.0;leaguel255@gmail.com
1020;1020;BESTÅ;Cabinets & cupboards;2330.0;leaguel255@gmail.com
1021;1021;HAVSTA;Cabinets & cupboards;3680.0;leaguel255@gmail.com
1022;1022;EKET;Cabinets & cupboards;1123.0;leaguel255@gmail.com
1023;1023;HAVSTA;Cabinets & cupboards;1395.0;leaguel255@gmail.com
1024;1024;BESTÅ / EKET;Cabinets & cupboards;1719.0;leaguel255@gmail.com
1025;1025;BESTÅ;Cabinets & cupboards;3340.0;leaguel255@gmail.com
1026;1026;HAVSTA;Cabinets & cupboards;4770.0;leaguel255@gmail.com
1027;1027;LIXHULT;Cabinets & cupboards;297.0;leaguel255@gmail.com
1028;1028;BEKANT;Cabinets & cupboards;1039.0;leaguel255@gmail.com
1029;1029;BEKANT;Cabinets & cupboards;1200.0;leaguel255@gmail.com
1030;1030;BILLY / OXBERG;Cabinets & cupboards;1735.0;leaguel255@gmail.com
1031;1031;HÄLLAN;Cabinets & cupboards;1750.0;leaguel255@gmail.com
1032;1032;UPPLEVA;Cabinets & cupboards;145.0;leaguel255@gmail.com
1033;1033;BILLSBRO;Cabinets & cupboards;25.0;leaguel255@gmail.com
1034;1034;BILLSBRO;Cabinets & cupboards;19.0;leaguel255@gmail.com
1035;1035;KALLVIKEN;Cabinets & cupboards;170.0;leaguel255@gmail.com
1036;1036;HACKÅS;Cabinets & cupboards;50.0;leaguel255@gmail.com
1037;1037;ORRNÄS;Cabinets & cupboards;29.0;leaguel255@gmail.com
1038;1038;BILLSBRO;Cabinets & cupboards;35.0;leaguel255@gmail.com
1039;1039;MOSSARYD;Cabinets & cupboards;29.0;leaguel255@gmail.com
1040;1040;ORRNÄS;Cabinets & cupboards;17.0;leaguel255@gmail.com
1041;1041;SKÄRHAMN;Cabinets & cupboards;39.0;leaguel255@gmail.com
1042;1042;HEMNES;Cabinets & cupboards;2666.0;leaguel255@gmail.com
1043;1043;IDÅSEN;Cabinets & cupboards;1345.0;leaguel255@gmail.com
1044;1044;KALLRÖR;Cabinets & cupboards;35.0;leaguel255@gmail.com
1045;1045;GALANT;Cabinets & cupboards;1520.0;leaguel255@gmail.com
1046;1046;BAGGANÄS;Cabinets & cupboards;22.0;leaguel255@gmail.com
1047;1047;EKET;Cabinets & cupboards;45.0;leaguel255@gmail.com
1048;1048;GLASSVIK;Cabinets & cupboards;195.0;leaguel255@gmail.com
1049;1049;LIXHULT;Cabinets & cupboards;244.0;leaguel255@gmail.com
1050;1050;BILLSBRO;Cabinets & cupboards;45.0;leaguel255@gmail.com
1051;1051;LIXHULT;Cabinets & cupboards;1160.0;leaguel255@gmail.com
1052;1052;BERGHALLA;Cabinets & cupboards;22.0;leaguel255@gmail.com
1053;1053;HAVSTA;Cabinets & cupboards;2525.0;leaguel255@gmail.com
1054;1054;BILLSBRO;Cabinets & cupboards;69.0;leaguel255@gmail.com
1055;1055;HÄLLAN;Cabinets & cupboards;50.0;leaguel255@gmail.com
1056;1056;STOCKVIKEN;Cabinets & cupboards;210.0;leaguel255@gmail.com
1057;1057;BESTÅ / EKET;Cabinets & cupboards;1578.0;leaguel255@gmail.com
1058;1058;EKET;Cabinets & cupboards;125.0;leaguel255@gmail.com
1059;1059;EKET;Cabinets & cupboards;384.0;leaguel255@gmail.com
1060;1060;IDÅSEN;Cabinets & cupboards;1250.0;leaguel255@gmail.com
1061;1061;SULARP;Cabinets & cupboards;45.5;leaguel255@gmail.com
1062;1062;VASSVIKEN;Cabinets & cupboards;100.0;leaguel255@gmail.com
1063;1063;LIXHULT;Cabinets & cupboards;1020.0;leaguel255@gmail.com
1064;1064;LIXHULT;Cabinets & cupboards;287.0;leaguel255@gmail.com
1065;1065;HAVSTA;Cabinets & cupboards;2290.0;leaguel255@gmail.com
1066;1066;HAVSTA;Cabinets & cupboards;100.0;leaguel255@gmail.com
1067;1067;GALANT;Cabinets & cupboards;2270.0;leaguel255@gmail.com
1068;1068;BAGGANÄS;Cabinets & cupboards;35.0;leaguel255@gmail.com
1069;1069;HISHULT;Cabinets & cupboards;35.0;leaguel255@gmail.com
1070;1070;BILLSBRO;Cabinets & cupboards;15.0;leaguel255@gmail.com
1071;1071;BESTÅ;Cabinets & cupboards;15.0;leaguel255@gmail.com
1072;1072;HACKÅS;Cabinets & cupboards;17.0;leaguel255@gmail.com
1073;1073;MALSJÖ;Cabinets & cupboards;1276.0;leaguel255@gmail.com
1074;1074;HANVIKEN;Cabinets & cupboards;100.0;leaguel255@gmail.com
1075;1075;MOSSARYD;Cabinets & cupboards;29.0;leaguel255@gmail.com
1076;1076;ÖSTERNÄS;Cabinets & cupboards;70.0;leaguel255@gmail.com
1077;1077;BESTÅ;Cabinets & cupboards;890.0;leaguel255@gmail.com
1078;1078;EKET;Cabinets & cupboards;139.0;leaguel255@gmail.com
1079;1079;BESTÅ;Cabinets & cupboards;1350.0;leaguel255@gmail.com
1080;1080;BEKANT;Cabinets & cupboards;939.0;leaguel255@gmail.com
1081;1081;BEKANT;Cabinets & cupboards;1350.0;leaguel255@gmail.com
1082;1082;TIMMERVIKEN;Cabinets & cupboards;60.0;leaguel255@gmail.com
1083;1083;EKET;Cabinets & cupboards;210.0;leaguel255@gmail.com
1084;1084;HAVSTA;Cabinets & cupboards;2235.0;leaguel255@gmail.com
1085;1085;VASSVIKEN;Cabinets & cupboards;150.0;leaguel255@gmail.com
1086;1086;BESTÅ;Cabinets & cupboards;2635.0;leaguel255@gmail.com
1087;1087;EKET;Cabinets & cupboards;777.0;leaguel255@gmail.com
1088;1088;UPPLEVA;Cabinets & cupboards;199.0;leaguel255@gmail.com
1089;1089;NOTVIKEN;Cabinets & cupboards;115.0;leaguel255@gmail.com
1090;1090;BEKANT;Cabinets & cupboards;1105.0;leaguel255@gmail.com
1091;1091;BILLSBRO;Cabinets & cupboards;49.0;leaguel255@gmail.com
1092;1092;GALANT;Cabinets & cupboards;3140.0;leaguel255@gmail.com
1093;1093;HANVIKEN;Cabinets & cupboards;50.0;leaguel255@gmail.com
1094;1094;GALANT;Cabinets & cupboards;3240.0;leaguel255@gmail.com
1095;1095;NORRÅKER;Café furniture;295.0;leaguel255@gmail.com
1096;1096;NORRÅKER;Café furniture;145.0;leaguel255@gmail.com
1097;1097;NORRÅKER;Café furniture;596.0;leaguel255@gmail.com
1098;1098;STENSELE;Café furniture;450.0;leaguel255@gmail.com
1099;1099;STENSELE;Café furniture;450.0;leaguel255@gmail.com
1100;1100;NORRÅKER / NORRÅKER;Café furniture;1385.0;leaguel255@gmail.com
1101;1101;NORRÅKER;Café furniture;395.0;leaguel255@gmail.com
1102;1102;NORRÅKER;Café furniture;476.0;leaguel255@gmail.com
1103;1103;JANINGE;Café furniture;595.0;leaguel255@gmail.com
1104;1104;STENSELE;Café furniture;550.0;leaguel255@gmail.com
1105;1105;LEIFARNE;Café furniture;275.0;leaguel255@gmail.com
1106;1106;STENSELE / RÖNNINGE;Café furniture;1140.0;leaguel255@gmail.com
1107;1107;JANINGE;Café furniture;180.0;leaguel255@gmail.com
1108;1108;NORRARYD;Café furniture;395.0;leaguel255@gmail.com
1109;1109;RÖNNINGE;Café furniture;345.0;leaguel255@gmail.com
1110;1110;YNGVAR;Café furniture;399.0;leaguel255@gmail.com
1111;1111;STENSELE / RÖNNINGE;Café furniture;1140.0;leaguel255@gmail.com
1112;1112;JANINGE;Café furniture;225.0;leaguel255@gmail.com
1113;1113;NORRÅKER / NORRARYD;Café furniture;1385.0;leaguel255@gmail.com
1114;1114;JANINGE;Café furniture;595.0;leaguel255@gmail.com
1115;1115;STENSELE / NORRARYD;Café furniture;1340.0;leaguel255@gmail.com
1116;1116;SVENBERTIL;Café furniture;275.0;leaguel255@gmail.com
1117;1117;YNGVAR;Café furniture;395.0;leaguel255@gmail.com
1118;1118;YNGVAR;Café furniture;475.0;leaguel255@gmail.com
1119;1119;LEIFARNE;Café furniture;275.0;leaguel255@gmail.com
1120;1120;JANINGE;Café furniture;225.0;leaguel255@gmail.com
1121;1121;MELLTORP / ADDE;Chairs;179.0;leaguel255@gmail.com
1122;1122;MALINDA;Chairs;25.0;leaguel255@gmail.com
1123;1123;BINGSTA;Chairs;595.0;leaguel255@gmail.com
1124;1124;SKRUVSTA;Chairs;545.0;leaguel255@gmail.com
1125;1125;LOBERGET / BLYSKÄR;Chairs;155.0;leaguel255@gmail.com
1126;1126;STRANDMON;Chairs;995.0;leaguel255@gmail.com
1127;1127;RENBERGET;Chairs;175.0;leaguel255@gmail.com
1128;1128;SNILLE;Chairs;125.0;leaguel255@gmail.com
1129;1129;PELLO;Chairs;195.0;leaguel255@gmail.com
1130;1130;MILLBERGET;Chairs;350.0;leaguel255@gmail.com
1131;1131;FANBYN;Chairs;295.0;leaguel255@gmail.com
1132;1132;FLINTAN / NOMINELL;Chairs;370.0;leaguel255@gmail.com
1133;1133;EKOLSUND;Chairs;1395.0;leaguel255@gmail.com
1134;1134;NILSOVE;Chairs;395.0;leaguel255@gmail.com
1135;1135;AGEN;Chairs;245.0;leaguel255@gmail.com
1136;1136;ADDE;Chairs;40.0;leaguel255@gmail.com
1137;1137;SKÅLBERG / SPORREN;Chairs;190.0;leaguel255@gmail.com
1138;1138;MARIUS;Chairs;25.0;leaguel255@gmail.com
1139;1139;MOLTE;Chairs;69.0;leaguel255@gmail.com
1140;1140;GUNDE;Chairs;30.0;leaguel255@gmail.com
1141;1141;ÖRFJÄLL;Chairs;195.0;leaguel255@gmail.com
1142;1142;NOLMYRA;Chairs;175.0;leaguel255@gmail.com
1143;1143;LÅNGFJÄLL;Chairs;695.0;leaguel255@gmail.com
1144;1144;STRANDMON;Chairs;495.0;leaguel255@gmail.com
1145;1145;GRÖNADAL;Chairs;795.0;leaguel255@gmail.com
1146;1146;INGOLF;Chairs;195.0;leaguel255@gmail.com
1147;1147;KARLJAN;Chairs;125.0;leaguel255@gmail.com
1148;1148;BLECKBERGET;Chairs;250.0;leaguel255@gmail.com
1149;1149;REMSTA;Chairs;795.0;leaguel255@gmail.com
1150;1150;STOCKSUND;Chairs;995.0;leaguel255@gmail.com
1151;1151;INGOLF;Chairs;175.0;leaguel255@gmail.com
1152;1152;FLINTAN;Chairs;245.0;leaguel255@gmail.com
1153;1153;IKEA PS GULLHOLMEN;Chairs;295.0;leaguel255@gmail.com
1154;1154;MARKUS;Chairs;795.0;leaguel255@gmail.com
1155;1155;BEKVÄM;Chairs;59.0;leaguel255@gmail.com
1156;1156;MELLTORP / ADDE;Chairs;359.0;leaguel255@gmail.com
1157;1157;TOSSBERG;Chairs;495.0;leaguel255@gmail.com
1158;1158;SAKARIAS;Chairs;50.0;leaguel255@gmail.com
1159;1159;KYRRE;Chairs;60.0;leaguel255@gmail.com
1160;1160;TEODORES;Chairs;95.0;leaguel255@gmail.com
1161;1161;BUSKBO;Chairs;675.0;leaguel255@gmail.com
1162;1162;JOKKMOKK;Chairs;79.2;leaguel255@gmail.com
1163;1163;FANBYN;Chairs;275.0;leaguel255@gmail.com
1164;1164;NORRÅKER;Chairs;295.0;leaguel255@gmail.com
1165;1165;LEIFARNE;Chairs;310.0;leaguel255@gmail.com
1166;1166;ODGER;Chairs;395.0;leaguel255@gmail.com
1167;1167;TOBIAS;Chairs;345.0;leaguel255@gmail.com
1168;1168;TULLSTA;Chairs;545.0;leaguel255@gmail.com
1169;1169;STIG;Chairs;69.0;leaguel255@gmail.com
1170;1170;ÖRFJÄLL;Chairs;195.0;leaguel255@gmail.com
1171;1171;VEDBO;Chairs;975.0;leaguel255@gmail.com
1172;1172;HARRY;Chairs;199.0;leaguel255@gmail.com
1173;1173;IKEA PS LÖMSK;Chairs;345.0;leaguel255@gmail.com
1174;1174;LOBERGET / SIBBEN;Chairs;95.0;leaguel255@gmail.com
1175;1175;ÖRFJÄLL;Chairs;195.0;leaguel255@gmail.com
1176;1176;POÄNG;Chairs;179.0;leaguel255@gmail.com
1177;1177;JOKKMOKK;Chairs;549.0;leaguel255@gmail.com
1178;1178;MARIUS;Chairs;25.0;leaguel255@gmail.com
1179;1179;POÄNG;Chairs;790.0;leaguel255@gmail.com
1180;1180;LEIFARNE;Chairs;245.0;leaguel255@gmail.com
1181;1181;MALINDA;Chairs;25.0;leaguel255@gmail.com
1182;1182;SÖDERHAMN;Chairs;1100.0;leaguel255@gmail.com
1183;1183;MACKAPÄR;Chairs;295.0;leaguel255@gmail.com
1184;1184;NILSOVE / NORNA;Chairs;424.0;leaguel255@gmail.com
1185;1185;ALEFJÄLL;Chairs;1295.0;leaguel255@gmail.com
1186;1186;EKTORP;Chairs;675.0;leaguel255@gmail.com
1187;1187;LEIFARNE;Chairs;195.0;leaguel255@gmail.com
1188;1188;STEFAN;Chairs;85.0;leaguel255@gmail.com
1189;1189;ODGER;Chairs;177.0;leaguel255@gmail.com
1190;1190;GUNDE;Chairs;30.0;leaguel255@gmail.com
1191;1191;NISSE;Chairs;49.0;leaguel255@gmail.com
1192;1192;MALINDA;Chairs;25.0;leaguel255@gmail.com
1193;1193;ANTILOP;Chairs;16.0;leaguel255@gmail.com
1194;1194;EKERÖ;Chairs;695.0;leaguel255@gmail.com
1195;1195;HATTEFJÄLL;Chairs;1295.0;leaguel255@gmail.com
1196;1196;BÖRJE;Chairs;175.0;leaguel255@gmail.com
1197;1197;DAGOTTO;Chairs;69.0;leaguel255@gmail.com
1198;1198;JÄRVFJÄLLET;Chairs;945.0;leaguel255@gmail.com
1199;1199;KARLJAN;Chairs;125.0;leaguel255@gmail.com
1200;1200;RÅDVIKEN;Chairs;675.0;leaguel255@gmail.com
1201;1201;HENRIKSDAL;Chairs;295.0;leaguel255@gmail.com
1202;1202;GRÖNLID;Chairs;1895.0;leaguel255@gmail.com
1203;1203;MARTIN;Chairs;99.0;leaguel255@gmail.com
1204;1204;HEMNES;Chairs;495.0;leaguel255@gmail.com
1205;1205;LERHAMN;Chairs;589.0;leaguel255@gmail.com
1206;1206;LÅNGFJÄLL;Chairs;595.0;leaguel255@gmail.com
1207;1207;SAKARIAS;Chairs;645.0;leaguel255@gmail.com
1208;1208;BALTSAR;Chairs;595.0;leaguel255@gmail.com
1209;1209;BERTIL;Chairs;19.0;leaguel255@gmail.com
1210;1210;BINGSTA;Chairs;695.0;leaguel255@gmail.com
1211;1211;ULRIKSBERG;Chairs;445.0;leaguel255@gmail.com
1212;1212;FÖRSIKTIG;Chairs;15.0;leaguel255@gmail.com
1213;1213;JUSTINA;Chairs;19.0;leaguel255@gmail.com
1214;1214;INGOLF;Chairs;345.0;leaguel255@gmail.com
1215;1215;SAKARIAS;Chairs;225.0;leaguel255@gmail.com
1216;1216;KOARP;Chairs;825.0;leaguel255@gmail.com
1217;1217;MAMMUT;Chairs;29.0;leaguel255@gmail.com
1218;1218;TÄRENDÖ / ADDE;Chairs;285.0;leaguel255@gmail.com
1219;1219;LÅNGFJÄLL;Chairs;645.0;leaguel255@gmail.com
1220;1220;NILSERIK;Chairs;195.0;leaguel255@gmail.com
1221;1221;BERTIL;Chairs;11.4;leaguel255@gmail.com
1222;1222;LILLHÖJDEN;Chairs;395.0;leaguel255@gmail.com
1223;1223;DALFRED;Chairs;195.0;leaguel255@gmail.com
1224;1224;MARKERAD;Chairs;327.0;leaguel255@gmail.com
1225;1225;SAKARIAS;Chairs;95.0;leaguel255@gmail.com
1226;1226;JULES;Chairs;255.0;leaguel255@gmail.com
1227;1227;POÄNG;Chairs;179.0;leaguel255@gmail.com
1228;1228;SVENBERTIL;Chairs;245.0;leaguel255@gmail.com
1229;1229;STOCKSUND;Chairs;1695.0;leaguel255@gmail.com
1230;1230;VIPPÄRT;Chairs;29.0;leaguel255@gmail.com
1231;1231;ÖRFJÄLL;Chairs;225.0;leaguel255@gmail.com
1232;1232;BENARP;Chairs;1495.0;leaguel255@gmail.com
1233;1233;FRANKLIN;Chairs;129.0;leaguel255@gmail.com
1234;1234;MARIUS;Chairs;25.0;leaguel255@gmail.com
1235;1235;HENRIKSDAL;Chairs;50.0;leaguel255@gmail.com
1236;1236;NISSE;Chairs;49.0;leaguel255@gmail.com
1237;1237;SKOGSTORP;Chairs;795.0;leaguel255@gmail.com
1238;1238;FJÄLLBERGET;Chairs;995.0;leaguel255@gmail.com
1239;1239;ANTILOP;Chairs;110.0;leaguel255@gmail.com
1240;1240;JUSTINA;Chairs;19.0;leaguel255@gmail.com
1241;1241;VIMUND;Chairs;299.0;leaguel255@gmail.com
1242;1242;KULLABERG;Chairs;220.0;leaguel255@gmail.com
1243;1243;LIDHULT;Chairs;1795.0;leaguel255@gmail.com
1244;1244;BEKVÄM;Chairs;145.0;leaguel255@gmail.com
1245;1245;TERJE;Chairs;79.0;leaguel255@gmail.com
1246;1246;RÖNNINGE;Chairs;345.0;leaguel255@gmail.com
1247;1247;LANGUR;Chairs;50.0;leaguel255@gmail.com
1248;1248;KULLABERG;Chairs;175.0;leaguel255@gmail.com
1249;1249;LIDKULLEN;Chairs;350.0;leaguel255@gmail.com
1250;1250;HENRIKSDAL;Chairs;295.0;leaguel255@gmail.com
1251;1251;LÅNGFJÄLL;Chairs;795.0;leaguel255@gmail.com
1252;1252;MELLTORP / TEODORES;Chairs;289.0;leaguel255@gmail.com
1253;1253;STUVA / FRITIDS;Chairs;395.0;leaguel255@gmail.com
1254;1254;SUNNEA;Chairs;22.0;leaguel255@gmail.com
1255;1255;ÖRFJÄLL;Chairs;225.0;leaguel255@gmail.com
1256;1256;EKENÄS;Chairs;995.0;leaguel255@gmail.com
1257;1257;LERHAMN;Chairs;145.0;leaguel255@gmail.com
1258;1258;EKEDALEN;Chairs;225.0;leaguel255@gmail.com
1259;1259;LEIFARNE;Chairs;100.0;leaguel255@gmail.com
1260;1260;BOLMEN;Chairs;22.0;leaguel255@gmail.com
1261;1261;POÄNG;Chairs;597.0;leaguel255@gmail.com
1262;1262;BUSKBO;Chairs;575.0;leaguel255@gmail.com
1263;1263;MELLTORP / TEODORES;Chairs;579.0;leaguel255@gmail.com
1264;1264;BUSSAN;Chairs;525.0;leaguel255@gmail.com
1265;1265;POÄNG;Chairs;425.0;leaguel255@gmail.com
1266;1266;LEIFARNE;Chairs;195.0;leaguel255@gmail.com
1267;1267;HAVSTEN;Chairs;1075.0;leaguel255@gmail.com
1268;1268;SÖDERHAMN;Chairs;1425.0;leaguel255@gmail.com
1269;1269;VEDBO;Chairs;1345.0;leaguel255@gmail.com
1270;1270;MELLTORP / NILSOVE;Chairs;889.0;leaguel255@gmail.com
1271;1271;LEIFARNE;Chairs;100.0;leaguel255@gmail.com
1272;1272;MALINDA;Chairs;25.0;leaguel255@gmail.com
1273;1273;HEMNES;Chairs;295.0;leaguel255@gmail.com
1274;1274;BEKVÄM;Chairs;99.0;leaguel255@gmail.com
1275;1275;VIPPÄRT;Chairs;29.0;leaguel255@gmail.com
1276;1276;SUNNEA;Chairs;22.0;leaguel255@gmail.com
1277;1277;ÖRFJÄLL;Chairs;225.0;leaguel255@gmail.com
1278;1278;ÖRFJÄLL;Chairs;225.0;leaguel255@gmail.com
1279;1279;HENRIKSDAL;Chairs;225.0;leaguel255@gmail.com
1280;1280;SVENARNE;Chairs;795.0;leaguel255@gmail.com
1281;1281;SAKARIAS;Chairs;175.0;leaguel255@gmail.com
1282;1282;JÄRVFJÄLLET;Chairs;845.0;leaguel255@gmail.com
1283;1283;POÄNG;Chairs;45.0;leaguel255@gmail.com
1284;1284;LÅNGFJÄLL;Chairs;695.0;leaguel255@gmail.com
1285;1285;FANBYN;Chairs;150.0;leaguel255@gmail.com
1286;1286;INGATORP / INGOLF;Chairs;1725.0;leaguel255@gmail.com
1287;1287;VILTO;Chairs;57.0;leaguel255@gmail.com
1288;1288;UTTER;Chairs;25.0;leaguel255@gmail.com
1289;1289;MELLTORP / MARIUS;Chairs;149.0;leaguel255@gmail.com
1290;1290;SAKARIAS;Chairs;95.0;leaguel255@gmail.com
1291;1291;ANTILOP;Chairs;25.0;leaguel255@gmail.com
1292;1292;DJUPVIK;Chairs;100.0;leaguel255@gmail.com
1293;1293;HILLARED;Chairs;35.0;leaguel255@gmail.com
1294;1294;FRANKLIN;Chairs;149.0;leaguel255@gmail.com
1295;1295;ODDBJÖRG;Chairs;28.0;leaguel255@gmail.com
1296;1296;LÅNGFJÄLL;Chairs;745.0;leaguel255@gmail.com
1297;1297;SVENBERTIL;Chairs;195.0;leaguel255@gmail.com
1298;1298;LEIFARNE;Chairs;100.0;leaguel255@gmail.com
1299;1299;NORRARYD;Chairs;260.0;leaguel255@gmail.com
1300;1300;EKEDALEN;Chairs;345.0;leaguel255@gmail.com
1301;1301;DELAKTIG;Chairs;1500.0;leaguel255@gmail.com
1302;1302;MÖRBYLÅNGA / ODGER;Chairs;3475.0;leaguel255@gmail.com
1303;1303;KARLHUGO;Chairs;595.0;leaguel255@gmail.com
1304;1304;VALLENTUNA;Chairs;1948.0;leaguel255@gmail.com
1305;1305;JUSTINA;Chairs;19.0;leaguel255@gmail.com
1306;1306;ELSEBET;Chairs;39.0;leaguel255@gmail.com
1307;1307;HERDIS;Chairs;19.0;leaguel255@gmail.com
1308;1308;KULLABERG;Chairs;220.0;leaguel255@gmail.com
1309;1309;HENRIKSDAL;Chairs;40.0;leaguel255@gmail.com
1310;1310;HATTEFJÄLL;Chairs;1445.0;leaguel255@gmail.com
1311;1311;NORDKISA;Chairs;345.0;leaguel255@gmail.com
1312;1312;GRÖNLID;Chairs;995.0;leaguel255@gmail.com
1313;1313;LÅNGFJÄLL;Chairs;545.0;leaguel255@gmail.com
1314;1314;VALLENTUNA;Chairs;1468.0;leaguel255@gmail.com
1315;1315;LÅNGFJÄLL;Chairs;645.0;leaguel255@gmail.com
1316;1316;LEIFARNE;Chairs;275.0;leaguel255@gmail.com
1317;1317;MAMMUT;Chairs;29.0;leaguel255@gmail.com
1318;1318;ANTILOP;Chairs;20.0;leaguel255@gmail.com
1319;1319;NORDMELA;Chairs;636.0;leaguel255@gmail.com
1320;1320;CILLA;Chairs;22.0;leaguel255@gmail.com
1321;1321;BÖRJE;Chairs;175.0;leaguel255@gmail.com
1322;1322;GISTAD;Chairs;945.0;leaguel255@gmail.com
1323;1323;POÄNG;Chairs;382.0;leaguel255@gmail.com
1324;1324;LÅNGFJÄLL;Chairs;100.0;leaguel255@gmail.com
1325;1325;EKEDALEN;Chairs;225.0;leaguel255@gmail.com
1326;1326;MÖRBYLÅNGA / BALTSAR;Chairs;6065.0;leaguel255@gmail.com
1327;1327;LANDSKRONA;Chairs;1995.0;leaguel255@gmail.com
1328;1328;DELAKTIG;Chairs;2350.0;leaguel255@gmail.com
1329;1329;LANDSKRONA;Chairs;2500.0;leaguel255@gmail.com
1330;1330;NORDVIKEN;Chairs;225.0;leaguel255@gmail.com
1331;1331;NORRÅKER;Chairs;395.0;leaguel255@gmail.com
1332;1332;FANBYN;Chairs;145.0;leaguel255@gmail.com
1333;1333;MARTIN;Chairs;34.0;leaguel255@gmail.com
1334;1334;KORNSJÖ;Chairs;375.0;leaguel255@gmail.com
1335;1335;LERHAMN;Chairs;979.0;leaguel255@gmail.com
1336;1336;MELLTORP / TEODORES;Chairs;579.0;leaguel255@gmail.com
1337;1337;BEKVÄM;Chairs;99.0;leaguel255@gmail.com
1338;1338;STRÅFLY;Chairs;15.0;leaguel255@gmail.com
1339;1339;TRANARÖ;Chairs;95.0;leaguel255@gmail.com
1340;1340;MELLTORP / NISSE;Chairs;197.0;leaguel255@gmail.com
1341;1341;FRANKLIN;Chairs;129.0;leaguel255@gmail.com
1342;1342;GAMLARED / STEFAN;Chairs;565.0;leaguel255@gmail.com
1343;1343;AGAM;Chairs;195.0;leaguel255@gmail.com
1344;1344;MUREN;Chairs;1395.0;leaguel255@gmail.com
1345;1345;LEIFARNE;Chairs;195.0;leaguel255@gmail.com
1346;1346;HENRIKSDAL;Chairs;295.0;leaguel255@gmail.com
1347;1347;HENRIKSDAL;Chairs;695.0;leaguel255@gmail.com
1348;1348;LISABO / LEIFARNE;Chairs;1675.0;leaguel255@gmail.com
1349;1349;NORRARYD;Chairs;260.0;leaguel255@gmail.com
1350;1350;GAMLEBY;Chairs;2475.0;leaguel255@gmail.com
1351;1351;EKEDALEN / HENRIKSDAL;Chairs;2765.0;leaguel255@gmail.com
1352;1352;IKEA PS 2012 / JANINGE;Chairs;1795.0;leaguel255@gmail.com
1353;1353;MÖCKELBY / FANBYN;Chairs;4145.0;leaguel255@gmail.com
1354;1354;VIMLE;Chairs;1700.0;leaguel255@gmail.com
1355;1355;MÖRBYLÅNGA / BALTSAR;Chairs;4675.0;leaguel255@gmail.com
1356;1356;BORTBERG;Chairs;49.0;leaguel255@gmail.com
1357;1357;ANTILOP;Chairs;85.0;leaguel255@gmail.com
1358;1358;TÄRENDÖ / GUNDE;Chairs;245.0;leaguel255@gmail.com
1359;1359;JUSTINA;Chairs;19.0;leaguel255@gmail.com
1360;1360;AGAM;Chairs;195.0;leaguel255@gmail.com
1361;1361;JANINGE;Chairs;180.0;leaguel255@gmail.com
1362;1362;NORNA;Chairs;29.0;leaguel255@gmail.com
1363;1363;LERHAMN;Chairs;145.0;leaguel255@gmail.com
1364;1364;FREKVENS;Chairs;177.0;leaguel255@gmail.com
1365;1365;INGOLF;Chairs;395.0;leaguel255@gmail.com
